Id,SalePrice
1461,123927.48
1462,158857.19
1463,185340.84
1464,199058.06
1465,183427.69
1466,176209.47
1467,179251.2
1468,170419.2
1469,184950.27
1470,126504.99
1471,204922.98
1472,95237.81
1473,98524.41
1474,156087.95
1475,117634.305
1476,377209.62
1477,255005.97
1478,269638.94
1479,283656.0
1480,479675.3
1481,328051.72
1482,207110.11
1483,177636.73
1484,169916.77
1485,179964.95
1486,197939.47
1487,348182.44
1488,228386.83
1489,199811.81
1490,231945.8
1491,189190.42
1492,83908.96
1493,184466.56
1494,292132.66
1495,274570.34
1496,240519.16
1497,180801.7
1498,165282.44
1499,160897.98
1500,158653.55
1501,183990.78
1502,143128.86
1503,295121.62
1504,241235.42
1505,221615.23
1506,194268.19
1507,253919.5
1508,198158.0
1509,159903.22
1510,140784.52
1511,149467.61
1512,163665.73
1513,136211.83
1514,161216.86
1515,196302.47
1516,156244.05
1517,164394.1
1518,122335.76
1519,225518.17
1520,132616.73
1521,140027.84
1522,171159.48
1523,113490.09
1524,131183.11
1525,122816.21
1526,109362.266
1527,101949.7
1528,140638.38
1529,157705.14
1530,172924.56
1531,103676.15
1532,95401.164
1533,144668.06
1534,130652.234
1535,154070.69
1536,107163.664
1537,63005.367
1538,153201.83
1539,177892.22
1540,98303.85
1541,147625.69
1542,132873.86
1543,199131.73
1544,81365.49
1545,106826.32
1546,134313.02
1547,134033.67
1548,136870.84
1549,113616.04
1550,134705.55
1551,109252.914
1552,137047.44
1553,152166.67
1554,111513.414
1555,158358.17
1556,82720.95
1557,101857.67
1558,94732.88
1559,82697.6
1560,133371.14
1561,128912.414
1562,132524.95
1563,124274.84
1564,170898.19
1565,140141.8
1566,223543.89
1567,74127.57
1568,226851.45
1569,137934.48
1570,140624.17
1571,122249.45
1572,147827.02
1573,261091.88
1574,112054.23
1575,232657.17
1576,245231.89
1577,184105.05
1578,143617.69
1579,145168.64
1580,193181.11
1581,145346.78
1582,123735.336
1583,331857.94
1584,224365.75
1585,140995.2
1586,67786.24
1587,97721.88
1588,157311.88
1589,93945.02
1590,134876.77
1591,97133.64
1592,115817.27
1593,125470.37
1594,130942.88
1595,108009.52
1596,230807.64
1597,186997.52
1598,201628.98
1599,167659.03
1600,168309.3
1601,63743.26
1602,107802.164
1603,82448.29
1604,270308.88
1605,243813.6
1606,164485.2
1607,173394.22
1608,204277.52
1609,184296.52
1610,150150.1
1611,136957.42
1612,167973.36
1613,164329.03
1614,125814.98
1615,89923.0
1616,74331.734
1617,92257.28
1618,125487.484
1619,142027.2
1620,168600.23
1621,143288.11
1622,143860.6
1623,273000.34
1624,213030.95
1625,117494.49
1626,153439.28
1627,192667.42
1628,274229.1
1629,182240.44
1630,378048.75
1631,217042.33
1632,237000.34
1633,169432.28
1634,195656.9
1635,172800.75
1636,157311.12
1637,190986.94
1638,190411.14
1639,176306.28
1640,258054.23
1641,169359.6
1642,228472.22
1643,222319.72
1644,228605.61
1645,201075.56
1646,161208.1
1647,154697.9
1648,126742.766
1649,140636.5
1650,115022.32
1651,123251.875
1652,95507.49
1653,98524.79
1654,150180.31
1655,147373.47
1656,145093.34
1657,150052.89
1658,144895.75
1659,119877.03
1660,153660.98
1661,459063.62
1662,403861.1
1663,396744.12
1664,459352.25
1665,299084.34
1666,339406.5
1667,398374.06
1668,336328.72
1669,293168.62
1670,346154.84
1671,262647.5
1672,435716.28
1673,299380.28
1674,239337.56
1675,192419.16
1676,190506.33
1677,222850.83
1678,472281.4
1679,400914.7
1680,350549.34
1681,234020.83
1682,301747.06
1683,176038.48
1684,168418.33
1685,166817.72
1686,165217.2
1687,170857.28
1688,195339.77
1689,197313.38
1690,193355.84
1691,184956.1
1692,256588.2
1693,169054.6
1694,189415.0
1695,168978.03
1696,271655.28
1697,172992.84
1698,370437.6
1699,334775.4
1700,243275.9
1701,260642.08
1702,241274.55
1703,240456.55
1704,283365.88
1705,227526.58
1706,432270.25
1707,213625.22
1708,198924.84
1709,274946.34
1710,217939.2
1711,255254.88
1712,267500.78
1713,267230.75
1714,219371.98
1715,199341.31
1716,185572.53
1717,168436.16
1718,130960.24
1719,202643.16
1720,259754.45
1721,164459.8
1722,122219.38
1723,153662.75
1724,217245.48
1725,244282.58
1726,183894.3
1727,157218.14
1728,177163.36
1729,170169.58
1730,158628.28
1731,121325.164
1732,135065.73
1733,117938.49
1734,122683.695
1735,129815.125
1736,113620.05
1737,319816.16
1738,217865.84
1739,264912.53
1740,225906.92
1741,184900.36
1742,179507.81
1743,173197.7
1744,288707.16
1745,210368.22
1746,177193.1
1747,216434.64
1748,229370.16
1749,142365.97
1750,126153.32
1751,238287.64
1752,119114.86
1753,137627.8
1754,190640.27
1755,171689.83
1756,132690.75
1757,124408.61
1758,151010.28
1759,158708.94
1760,160387.98
1761,138943.83
1762,176092.38
1763,173483.38
1764,109837.53
1765,158303.36
1766,181844.78
1767,223378.73
1768,147080.3
1769,176418.64
1770,144873.5
1771,121613.734
1772,132036.23
1773,134621.69
1774,134276.64
1775,144253.1
1776,122006.38
1777,118779.54
1778,135791.84
1779,111488.85
1780,182496.1
1781,124263.945
1782,83792.53
1783,152554.78
1784,102111.52
1785,123115.484
1786,128798.01
1787,157379.86
1788,57765.637
1789,95961.805
1790,76408.414
1791,180971.45
1792,159564.12
1793,129834.31
1794,148759.56
1795,135099.36
1796,121349.01
1797,119897.61
1798,120762.18
1799,113340.72
1800,131441.34
1801,138630.0
1802,131450.36
1803,143415.11
1804,144682.55
1805,136339.83
1806,122684.87
1807,131657.5
1808,121862.07
1809,116809.28
1810,141083.97
1811,97348.516
1812,96579.97
1813,118871.664
1814,94804.46
1815,55120.36
1816,96816.516
1817,106575.586
1818,158458.33
1819,122570.96
1820,59989.797
1821,110654.78
1822,156016.38
1823,49043.05
1824,126562.914
1825,127727.45
1826,105818.54
1827,99188.125
1828,130535.29
1829,110759.414
1830,150443.94
1831,134770.05
1832,92062.77
1833,136222.73
1834,120825.77
1835,118162.76
1836,123265.75
1837,81476.766
1838,129589.875
1839,88066.39
1840,146087.77
1841,137225.56
1842,83986.14
1843,129452.64
1844,136300.19
1845,133982.44
1846,148627.11
1847,159967.89
1848,58726.383
1849,109673.516
1850,109898.94
1851,158565.36
1852,119772.92
1853,135929.06
1854,166865.61
1855,148585.16
1856,219621.3
1857,148110.23
1858,136822.03
1859,118457.92
1860,148923.08
1861,117290.4
1862,288102.06
1863,280344.88
1864,280748.06
1865,326689.9
1866,342101.78
1867,232798.55
1868,315494.47
1869,203128.62
1870,236666.08
1871,244307.5
1872,167442.36
1873,234964.1
1874,143397.89
1875,202898.22
1876,194596.58
1877,206509.73
1878,200321.64
1879,126769.24
1880,134207.12
1881,242360.52
1882,259999.56
1883,189350.89
1884,205270.56
1885,248228.66
1886,298288.47
1887,205125.55
1888,275238.1
1889,161879.5
1890,118479.28
1891,136505.06
1892,101051.31
1893,133617.36
1894,125702.84
1895,133112.3
1896,134128.94
1897,115618.3
1898,110342.86
1899,150795.28
1900,134185.62
1901,169374.45
1902,145485.33
1903,213672.1
1904,128438.24
1905,186563.6
1906,163594.42
1907,201171.86
1908,106352.83
1909,134132.66
1910,117593.48
1911,201238.83
1912,299338.3
1913,150979.33
1914,64755.67
1915,316743.78
1916,66414.86
1917,258199.97
1918,138269.28
1919,170666.42
1920,145662.34
1921,428302.56
1922,340589.03
1923,217347.44
1924,237231.0
1925,200934.1
1926,409269.88
1927,133006.72
1928,147624.0
1929,128479.164
1930,132457.86
1931,149280.84
1932,150127.33
1933,185048.89
1934,180730.67
1935,172278.81
1936,189317.12
1937,188646.86
1938,178250.88
1939,242845.22
1940,174035.52
1941,167967.27
1942,187455.14
1943,206062.56
1944,334514.34
1945,376966.88
1946,149643.89
1947,302591.97
1948,167725.4
1949,242871.62
1950,188185.78
1951,264632.5
1952,203216.39
1953,166072.94
1954,177762.47
1955,136798.69
1956,305944.62
1957,146313.64
1958,328350.97
1959,142061.75
1960,113861.62
1961,119960.055
1962,96702.83
1963,103336.875
1964,111748.375
1965,154232.98
1966,140736.6
1967,287451.06
1968,419584.03
1969,400421.0
1970,460732.47
1971,448045.12
1972,378684.9
1973,257700.83
